specimen,plant_name,country,fst_political,snd_political,locality,habitat,elevation,latitude_decimal,longitude_decimal,collector,collector_number,collection_date,specimen_data,MO,NY,F,US,UC,RSA,GH,L,K,E,GOET,BR,LIL,CORD,CTES,SP,RB,REU,ANDES,SPF,CONC,SI,MOLF,LPB,USZ
FV6838,Escallonia tucumanensis Hosseus,Argentina,Tucuman,Monteros,"Quebrada de los Sosa, km 34",Dentro de quebradita humeda,1250,-27.1330555555556,-65.5,F. Vervoorst,6838,11-Nov-1962,,,,,,,,,1,,,,,,,,,,,,,,,,,
FZ10377C,Escallonia tucumanensis Hosseus,Argentina,Salta,Santa Victoria,"Ruta nacional de Los Toldos a Lipeo, Quebrada las truchas",Pastizal y bosque de Podocarpus,1690,-22.3333333333333,-64.7230555555556,"F. Zuloaga, L. Aagesen, S. Sede, F. Zapata",10377C,23-Feb-2008,"Flor blanca, foto con detalle de flores",1,,,,,,,,,,,,,,,,,,,,,1,,,
GB1080,Escallonia tucumanensis Hosseus,Argentina,Jujuy,Ledesma,"Parque Nacional Calilegua, Abra de Canas",,1750,-23.6977777777778,-64.9,"G.E. Barboza, J.C. Oberti, F. Chiarini, V. Nicotra, E. Marini",1080,27-Nov-2004,,,,,,,,,,,,,,,1,,,,,,,,,,,
JS10129,Escallonia tucumanensis Hosseus,Bolivia,Tarija,Arce,Ca. 2 hours by trail N of Sidras (trail to Tariquia).,Moist subtropical forest with some disturbance.,1000,-22.2,-64.5333333333333,J.C. Solomon,10129,25-Apr-1983,"Shrub, 2.5 m.  Petals white.  Streambank.",1,1,,,,,,,,,,,,,,,,,,,,,,,
KK10696,Escallonia tucumanensis Hosseus,Argentina,Tucuman,,"Above valley of Rio Cochuna, w of Concepcion.  Road over the pass to Andalgala","Open plances with thickets on steep, +/- moist slope",1400,-27.3977777777778,-65.9441666666667,"K.U. Kramer, U. Eskuche, B. Dubs",10696,16-Oct-1989,"A common shrub, to 1.5 m, brnaches often flushed reddish. Corolla white, calyx cup +/- orange. Flowers scentless",1,,,1,,,,,,,,,,,,,,,,,,,,,
M 4544,Escallonia tucumanensis Hosseus,Argentina,Tucuman,San Pablo,Sierra San Javier,"Bosque de la region del ""Aliso""",1200,-26.8147222222222,-65.3786111111111,M. Lillo,4544,15-Oct-1905,Flor corola blanca,,,1,1,,,,,1,,,,,,,,,,,,,,,,
MS5087,Escallonia tucumanensis Hosseus,Bolivia,Tarija,Arce,"Padcaya, Reserva Nacional de Flora y Fauna Tariquia.  Alrededores del campamento potreros","Bosque humedo montano de Alnus acuminata y Polylepis en las laderas, ocasional Crinodendron tucumanum.  Piso montano Tucumano-Boliviano",2396,-22.0102777777778,-64.5947222222222,"M. Serrano, S. Churchil, J. Villalobos, E. Portal, R. Leon",5087,12-Nov-2004,Arbolito de 5 m. Flores blancas hermafroditas. Hojas de 3-4 cm de longitud color verde intenso,1,,,,,,,,,,,,,,,,,,,,,,,,
PC584,Escallonia tucumanensis Hosseus,Argentina,La Rioja,Castro Barros,Quebrada de Anjullon,"In a streamside woodland, growing on the slope just above the stream",1850,-28.7397222222222,-66.9822222222222,P. Cantino,584,21-Jan-1973,Flowers white,,,,,,,1,,,,,,,1,,,,,,,,,,,
PL5936C,Escallonia tucumanensis Hosseus,Argentina,Jujuy,Ledesma,"Ruta Provincial No. 3 a Valle Grande, +/- 13 km antes del Rio Jordan",,1700,-23.4666666666667,-65,"P.R. Legname, A.R. Cuezzo",5936C,18-Dec-1968,"Arbolito de =/- 4 m de altura, flor blanca",,,,,,,,,,,,,1,,,,,,,,,,,,
RF1966,Escallonia tucumanensis Hosseus,Argentina,Jujuy,San Salvador de Jujuy,"Estrada Lozano-Tiraxi (Ruta 29), 5.3 km apos a ponte sobre o rio Grande","Mata pluvial de encosta com Podocarpus parloterei (Mello-Silva 1873), Meliaceae (?) e paredoes rochosos",1700,-24.0227777777778,-65.3863888888889,"R.C. Forzza, R. Mello-Silva, A.C. Marcato",1966,7-Dec-2001,"Arbusto, ca. 1.5m alt. Folhas discolores, ramos vinaceos; flores com calice verde, corola alva; filetes e estilete alvos; estigma verde; disco nectarifero amarelo",,,,,,,,,,,,,,,1,,,,,,,,,,
SV10256,Escallonia tucumanensis Hosseus,Argentina,Tucuman,Tafi,Siambon,En las quebradas,1500,-26.6997222222222,-65.45,S. Venturi,10256,13-Nov-1929,"6 m altura, flores blancas",1,,,,,,1,,,,,,,,,,,,,,,,,,
SV1421,Escallonia tucumanensis Hosseus,Argentina,Tucuman,Famailla,Villa Nogues,En la orilla del bosque,1100,-26.8708333333333,-65.375,S. Venturi,1421,20-Nov-1921,"Arbusto 2 m altura, flor blanca",,,,1,,,,,,,,,,,,,,,,,,,,,
SV2114,Escallonia tucumanensis Hosseus,Argentina,Tucuman,Famailla,Camino a Villa Nogues,Bosque alto,800,-26.8705555555556,-65.3630555555555,S. Venturi,2114,9-Nov-1923,"1.5 m altura, flor blanca. Arbusto lenoso",,,,,,,1,,,,,,,,,,,,,,,,,,
SV3985,Escallonia tucumanensis Hosseus,Argentina,Tucumán,Chicligasta,Estancia Las Pavas,Faldas del Cerro,2000,-27.4166666666667,-66.0833333333333,S. Venturi,3985,13-Dec-1925,"Arbol 0.2 m diametro, flor blanca, 4 m altura",1,,,,,,,,1,,,,,,,,,,,,,,,,
T4987,Escallonia tucumanensis Hosseus,Argentina,Salta,Santa Victoria,Los Toldos a Quebrada de Quiroga,,1750,-22.3094444444444,-64.6666666666667,"Turpe, Legname, Lopez",4987,11-Nov-1974,"Arbolito de 4-5 m de alto por +/- 20 cm de diametro, corteza rugosa, flor petalos blancos",,,,,,,,,,,,,1,,,,,,,,,,,,
TM3492,Escallonia tucumanensis Hosseus,Argentina,La Rioja,Capital,El Cantadero,,2000,-29.2161111111111,-66.8641666666667,T. Meyer,3492,28-Dec-1941,Flor blanca,,,1,,1,,,,,,,,,,,,,,,,,,,,
ADs.n.,Escallonia chlorophylla Cham. & Schltdl.,Brazil,Minas Gerais,Serra Caldas,,,1312,-21.9375,-46.3988888888889,"A.P. Duarte, E. Pereira",s.n.,8-Apr-1946,,,,,,,,,,,,,,,,,,1,,,,,,,,
BR49390,Escallonia chlorophylla Cham. & Schltdl.,Brazil,Rio Grande do Sul,Taimbesinho,Sao Franciso de Paula,Ad barathrum in campestribus,800,-29.4494444444444,-50.5827777777778,B. Rambo,49390,18-Dec-1950,,,,,,,,,1,,,,,,,,,,,,,,,,,
FH252,Escallonia chlorophylla Cham. & Schltdl.,Brazil,Sao Paulo,Butantan,,,750,-23.5666666666667,-46.7194444444444,F.C. Hoehne,252,16-Jun-1917,"Arbol lenhoso do campo, flores alvas",,1,,1,,,1,,,,,,,,,,,,,,,,,,
FHSP723,Escallonia chlorophylla Cham. & Schltdl.,Brazil,Sao Paulo,Butantan,,,745,-23.5677222222222,-46.7180555555556,F.C. Hoehne,SP723,16-Nov-1916,"Planta do campo seco, flores alvas",,,,,,,,,,,,,,,,1,,,,,,,,,
GH28148,Escallonia chlorophylla Cham. & Schltdl.,Brazil,Parana,Palmas,Horizonte,"Campo limpo, pedregoso",1000,-26.4666666666667,-51.8166666666667,G. Hatschbach,28148,3-Dec-1951,"Subarbusto  m, flor alvecente.",,,,,1,,,,,,,,,,1,,,,,,,,,,
GH8365,Escallonia chlorophylla Cham. & Schltdl.,Brazil,Parana,Arapoti,"Rio das Cenizas, Barra dos Perdizes",Campo,880,-24.1133333333333,-49.8391666666667,G. Hatschbach,8365,24-Oct-1961,"Arbusto 1.5 m, flor alva.",,,,,,,,1,,,,,,,,,,,,,,,,,
IC1758,Escallonia chlorophylla Cham. & Schltdl.,Brazil,Sao Paulo,Ibiuna,"Proximidades de Rodovia SP-250, km 63, as margens da rua Caeiras","Campo alterado com cobertura de gramineas, entremeado de Eringeum",900,-23.6986111111111,-47.3025,"I. Cordeiro, O. Yano, J. Prado, F. Reille Mendes",1758,30-Jun-1998,"Arbusto, ate 2 m alt., calice verde-acinzentado, petalas alvas, anteras amarelas, estigma verde, frutos secos.",1,,,,,,,,,,,,,,,1,,,,,,,,,
JD669,Escallonia chlorophylla Cham. & Schltdl.,Brazil,Rio Grande do Sul,Pelotas,,Dentro do Canal de ligacao com o Arroio do Pe. Doutor,70,-31.6483333333333,-52.4205555555556,"J. da Costa Sacco, P. Balduino Rambo",669,27-Nov-1957,"Arbusto 1. 5m, de altura. Flores roseas",,1,1,,,,,,,,,,,,,,,,,,,,,,
LR1531,Escallonia chlorophylla Cham. & Schltdl.,Brazil,Sao Paulo,,,,700,-23.5572222222222,-46.5755555555556,L. Riedel & Luschnath,1531,1831,,1,1,,,,,,,,,,,,,,,,,,,,,,,
OH142,Escallonia chlorophylla Cham. & Schltdl.,Brazil,Sao Paulo,Sao Paulo,Jabaquara,,796,-23.3505555555556,-47.7388888888889,O. Handro,142,4-Dec-1949,"Arbusto do campo, flores alvas",,,,,,,,,1,,,,,,,,,,,,,,,,
OH818,Escallonia chlorophylla Cham. & Schltdl.,Brazil,Sao Paulo,Sao Paulo,Nativa no Jardim Botanico,,764,-23.2475,-46.7863888888889,O. Handro,818,13-Oct-1958,"Arbusto delgado do campo, ate 2 m de alt. Corola alva",1,1,,1,,,,1,1,,,,,,,1,,,,,,,,,
TP12603,Escallonia chlorophylla Cham. & Schltdl.,Brazil,Rio Grande do Sul,Sao Lorenco do Sul,"Main Road from Pelotas to Porto Alegre, between arroio S. Isabel & R. Camaqua (km 167).","Low, wet ground",25,-31.3666666666667,-51.9666666666667,T.M. Pedersen,12603,2-Dec-1979,"Shrub 1 m, flowers pink",1,1,,,,,,,,,,,,,,,,,,,,,,,
W580,Escallonia chlorophylla Cham. & Schltdl.,Brazil,Minas Gerais,,,,,-21.5,-44.5,Widgren,580,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,
AB11510,Escallonia bifida Link & Otto,Brazil,Rio de Janeiro,"Petropolis, Serra dos Orgaos",,,1900,-22.45,-43.0544444444444,A.C. Brade,11510,19-Mar-1932,"Arbusto 2 m, flores alvas",,,,,,,,1,,,,,,,,,,,,,,,,,
AG6890,Escallonia bifida Link & Otto,Brazil,Rio de Janeiro,Nova Friburgo,Alto de Boa Vista,,1200,-22.2583333333333,-42.5486111111111,A. Glaziou,6890,22-Jan-1874,,,1,,1,,,,,,,,,,,,,,,,,,,,,
AK22941,Escallonia bifida Link & Otto,Brazil,Rio Grande do Sul,Pelotas,"30 km N de Pelotas, camino a Porto Alegre",,100,-31.5,-52.3833333333333,"A. Krapovickas, C.L. Cristobal, C. Quarin",22941,27-Jan-1973,"Arbusto de mas o menos 1.5 m d altura, flores blancas",,,,,,,,,,,,,,,1,1,,,,,,,,,
AK23025,Escallonia bifida Link & Otto,Brazil,Rio Grande do Sul,Vacaria,"25 km S de Vacaria, BR-116",Borde matorral,800,-28.675,-50.9727777777778,"A. Krapovickas, C.L. Cristobal, V. Maruñak",23025,29-Jan-1973,"Arbol 3 m altura, flores blancas",1,,,,,,,,,,,,1,,,,,,,,,,,,
AK35523,Escallonia bifida Link & Otto,Brazil,Parana,Curitiba,"Quatro Barras, 23 km NE de Curitiba",En selva de galeria,940,-25.33,-49.0602777777778,"A. Krapovickas, C.L. Cristobal",35523,6-Feb-1980,"Arbolito de 2.5 m de altura, flores blancas levemente perfumadas",1,,,,,,,,,,,,,,,,,,,,,,,,
AVEsc2,Escallonia bifida Link & Otto,Brazil,Parana,Curitiba,Alrededores de Curitiba,,980,-25.45,-49.0197222222222,A. Vicentini,Esc2,3-Jan-2005,"arbusto, flores blancas",1,,,,,,,,,,,,,,,,,,,,,,,,
BR3907,Escallonia bifida Link & Otto,Brazil,Rio Grande do Sul,Livramento,Vigia,Silvula,170,-30.8830555555556,-55.5166666666667,B. Rambo,3907,12-Jan-1941,,,,,,,,,,,,,,,,,1,,,,,,,,,
CC507,Escallonia bifida Link & Otto,Brazil,Rio de Janeiro,"Teresópolis, Serra dos Orgãos",Trilha para a Pedra do Sino,Floresta ombrófila densa,1700,-22.4516666666667,-43.0011111111111,"C.B. Costa, A. Amorim, G. Kawauchi",507,12-Mar-2001,"Arvore, ca 4 m alt., cálice verde, pétales alvas. Encosta",,,,,,,,,,,,,,,,,1,,,,,,,,
CO6589,Escallonia bifida Link & Otto,Uruguay,Tacuarembó,Tacuarembó,Gruta de los Helechos,,250,-31.55,-56.1,C. Orsten,6589,18-Mar-1913,,,,,1,,,,,,,,,,,,,,,,,,,,,
EP7047,Escallonia bifida Link & Otto,Brazil,Rio de Janeiro,Itatiaia,Planalto,,2300,-22.3836111111111,-44.6508333333333,E. Pereira,7047,6-Mar-1962,Arbusto de 1-3 m. Flores brnacas,,1,,,,,,,,,,,,,,,,,,,,,,,
EP8355,Escallonia bifida Link & Otto,Brazil,Santa Catarina,Mafra,Alrededores de Mafra,Capoeira,850,-26.1727777777778,-49.85,"E. Pereira, G. Pabst",8355,15-Jan-1964,Arbusto de mais ou menos 3 m. Flores alvas,,1,,,,,,,,,,,,,,,1,,,,,,,,
FM2376,Escallonia bifida Link & Otto,Paraguay,Caazapa,Tavai,Estero entrada al pueblo,Estero,250,-26.1666666666667,-55.3333333333333,F. Mereles,2376,22-Dec-1988,"Arbusto 3-4 m, flores verdosas",1,,,,,,,,,,,,,,,,,,,,,,,,
GH18306,Escallonia bifida Link & Otto,Brazil,Parana,Prudentopolis,Relogio,"Orla da mata, terreano algo umido de preferência",780,-25.2669444444444,-51.1,G. Hatschbach,18306,18-Jan-1968,"Arbusto 2m, pétalas alvas, anteras cremes",,,,,1,,,1,,,,,,,,,,,,,,,,,
GH18331,Escallonia bifida Link & Otto,Brazil,Parana,Guarapuava,Fazenda 3 Capões,Orla do capão. Terreno algo umido,1150,-25.2927777777778,-51.35,G. Hatschbach,18331,19-Jan-1968,"Arbusto, flor alv, anteras crème",,,,,,,,1,,,,,,,,,,,,,,,,,
GH18425,Escallonia bifida Link & Otto,Brazil,Parana,Campina Grande do Sul,Entre Campina Grande e Mandassaia,Orla da capoeira e mata de galeria,916,-25.3052777777778,-49.0461111111111,G. Hatschbach,18425,24-Jan-1968,"Arbusto 1.5 m, flor alva, anteras crème",,,,,,,,1,,,,,,,,,,,,,,,,,
GH26215,Escallonia bifida Link & Otto,Brazil,Parana,Curitiba,Barigui,Margens rio,884,-25.5333333333333,-49.3833333333333,G. Hatschbach,26215,1-Jul-1971,"Arbusto 2 m, flor alva",1,,,,,,,,,,,,,,,,,,,,,,,,
GH31430,Escallonia bifida Link & Otto,Brazil,Minas Gerais,Caparao,"Campos de Caparao, Parque Nacional do Caparao",Costa de morro,1900,-20.4480555555556,-41.7738888888889,"G. Hatschbach, Ahumada",31430,10-Feb-1975,"arbusto 4 m, flor alva",1,,,,1,,,1,,,,,,,,,,,,,,,,,
HL550,Escallonia bifida Link & Otto,Brazil,Rio de Janeiro,Itatiaia,,Campo,2000,-22.3833333333333,-44.6,H. Luederwaldt,550,16-Apr-1906,,,,,,,,,,,,,,,,,1,,,,,,,,,
JB5177,Escallonia bifida Link & Otto,Brazil,Rio Grande do Sul,São Sebastião do Caí,,En beira de estrada,80,-29.5666666666667,-51.3625,J. Brinker,5177,31-Dec-1988,Arvoreta,1,1,1,,,,,,,,,,,,,,,,,,,,,,
JK1721,Escallonia bifida Link & Otto,Brazil,Rio de Janeiro,"Petropolis, Serra dos Orgaos",Base of Pedra do Sino,,2150,-22.4713888888889,-43.0533333333333,"J.H. Kirkbride Jr., M. Emmerick, C. Wagner",1721,16-Apr-1972,"Shrub 3 m tall,  flowers white, stigma green",1,1,,1,,,,,,,,,,,,,,,,,,,,,
JM14715,Escallonia bifida Link & Otto,Argentina,Misiones,Cainguas,Monte Carlo,"Bosque ralo, lugar bajo, suelo arenoso, escaso",205,-26.5319444444444,-54.7255555555556,J.E. Montes,14715,3-Feb-1955,"Arbol perennifolio (?), altura 3-6 m. Flores blancas",1,1,,,,,,,,,,,,,,,,,,,,,,,
LS10571,Escallonia bifida Link & Otto,Brazil,Santa Catarina,Campo Alegre,Upper fazenda of Ernesto Scheide,Pinheiral,1000,-26.2,-49.2333333333333,"L.B. Smith, R. Klein",10571,1-Feb-1957,Petals white,,1,,1,,,,1,,,,,,,,,,,,,,,,,
LS11641,Escallonia bifida Link & Otto,Brazil,Santa Catarina,Campo Erê,"Fazenda Campo São Vicente, 24 km west of Campo Erê",Campo and Pinheiral,1000,-26.4,-53.1333333333333,"L.B. Smith, R. Klein",11641,20-Feb-1957,,,,,1,,,,1,,,,,,,,,,,,,,,,,
MR221,Escallonia bifida Link & Otto,Brazil,Sao Paulo,Campos do Jordao,"Parque Estadual de Campos do Jordão, Instituto Forestal-SP. Trilha do rio Sapucai",,1700,-22.7,-45.5833333333333,"M.J. Robinson, J.P.M. Carvalho",221,26-Feb-1985,"Arvoreta com 3.5 n de altura, flores brancas, levemente perfumadas. N.v. ""Canudo de pito""",,1,,,,,,,,,,,,,,,,,,,,,,,
PJ34248,Escallonia bifida Link & Otto,Argentina,Misiones,,Bonpland,Lugares humedos,220,-27.4830555555556,-55.4830555555556,P. Jorgensen,34248,15-Nov-1910,"Arbol bajo, comun en lugares humedos",,,,,,,,1,,,,,,,,,,,,,,,,,
PR11764,Escallonia bifida Link & Otto,Brazil,Santa Catarina,Caçador,Rio dos Bugres,Beira regato,800,-26.8211111111111,-51.0038888888889,"P.R. Reitz, R. Klein",11764,8-Jan-1962,"Arvoreta 4 m, flor branca",,,,,,,,1,,,,,,,,,,,,,,,,,
PR12237,Escallonia bifida Link & Otto,Brazil,Santa Catarina,Curitibanos,,Orla do capão,900,-27.3,-50.55,"P.R. Reitz, R. Klein",12237,22-Feb-1962,"Arbusto 3 m, flores brancas",,,,,,,,1,,,,,,,,,,,,,,,,,
PR6686,Escallonia bifida Link & Otto,Brazil,Santa Catarina,Urubici,Vacas Gordas,Beira mata,1099,-28.0272222222222,-49.6122222222222,P.R. Reitz,6686,5-Feb-1963,"Arvoreta 3 m, flor branca",,,,,,,,1,,,,,,,,,,,,,,,,,
RB93,Escallonia bifida Link & Otto,Brazil,Sao Paulo,Campos do Jordao,"S.J. dos Alpes, Represa Sta. Isabel",Mata ciliar,1800,-22.7166666666667,-45.45,R.A.A. Barreto,93,10-Feb-1980,"Arvore terrestre de 7 m, cálice verde, corola branca",,,,,,,,,,,,,,,,1,,,,,,,,,
RD10799,Escallonia bifida Link & Otto,Uruguay,Maldonado,,Ruta 13 y Arroyo Sarandi Grande,,70,-34.05,-54.6,R. Del Puerte,10799,26-Jan-1967,,,,1,,,,,,,,,,,,,,,,,,,,,,
RD1744,Escallonia bifida Link & Otto,Paraguay,Caazapa,Tavai,Al Norte,,250,-26.1666666666667,-55.8333333333333,R. Degen,1744,10-Dec-1989,"Arbusto 1.5 m, flores blancas",1,,,,,,,,,,,,,,,,,,,,,,,,
RW423,Escallonia bifida Link & Otto,Brazil,Rio Grande do Sul,São Francisco de Paula,RS 235,Orla de mata,830,-29.4452777777778,-50.6261111111111,R. Wasum,423,24-Jan-2000,,1,1,,,,,,,,,,,,,,,,,,,,,,,
RW5162,Escallonia bifida Link & Otto,Brazil,Rio Grande do Sul,Farroupilha,São Roque,Beira da estrada,700,-29.2227777777778,-51.365,"R. Wasum, et al.",5162,18-Jan-1989,Arbusto,1,1,,,,,,,,,,,,,,,,,,,,,,,
RW5166,Escallonia bifida Link & Otto,Brazil,Rio Grande do Sul,Caxias do Sul,"Ana Rech, Faxinal",Beira mata,780,-29.1666666666667,-51.0833333333333,"R. Wasum, et al.",5166,11-Jan-1989,Arbusto,1,1,,1,,,,,,,,,,,,,,,,,,,,,
WP163,Escallonia bifida Link & Otto,Brazil,Minas Gerais,Piranguçu,"Serra da Mantiquiera. Estrada para Piranguçu, perto de uma igreja",Beira de mata de Araucária,1556,-22.6088888888889,-45.5591666666667,"W.A.A. Pires, F. Zapata",163,27-Mar-2008,Arvore 2.5 m com flores brancas,1,,,,,,,,,,,,,,,,,,,1,,,,,
WP169,Escallonia bifida Link & Otto,Brazil,Minas Gerais,Passa Quatro,"Serra da Mantiquiera, Pico Itaguaré",Trilha para o alto do Pico. Crescendo em depressão úmido entre rochas onde un pequeno corrego comenza,2194,-22.4848333333333,-45.0820555555556,"W.A.A. Pires, F. Zapata",169,29-Mar-2008,"Arvore 3 m, com flores brnacas",1,,,,,,,,,,,,,,,,,,,1,,,,,
AK42087,Escallonia farinacea St. Hil..,Brazil,Santa Catarina,Lages,"Parque das Pedras Brancas, 10 KM SE de Lages",Entre Grandes Rocas,1100,-28.0586111111111,-50.0744444444444,"A. Krapovickas, C.L. Cristobal",42087,19-Jan-1988,"50 cm alt, flores blancas",,,,,1,,,,,,,,1,,,,,,,,,,,,
MK902,Escallonia farinacea St. Hil..,Brazil,Parana,São Jose dos Pinhais,BR-277 para Zinco,,890,-25.5838888888889,-49.2452777777778,"M.L. Kawasaki, L.R. Landrum, G. Hatschbach, F. Deodato, J.M. Silva",902,2-Dec-1995,"Arbusto 2 m, flores brancas",1,,,,,,,,,,,,,,1,,,,,,,,,,
SX262,Escallonia farinacea St. Hil..,Brazil,Sao Paulo,Campos do Jordao,Morro do Elefante,Campo entre gramineas,1650,-22.7141666666667,-45.5686111111111,"S. Xavier, A.D. Pereira",262,25-Nov-1991,"Arbustiva, ca. 1.6 m altura, flores brancas como o centro verde",,,,,,,,,,,,,,,,,1,,,,,,,,
WP159,Escallonia farinacea var. jordanensis (Sleumer) Sleumer,Brazil,Sao Paulo,Campos do Jordao,"Serra da Mantiquiera, estrada para pico Itapeva, +/- 5 m antes do Pico, em frente do pequeno lago",Campo aberto próximo ao remanescente de mata de Araucária,1810,-22.7708611111111,-45.5310277777778,"W.A.A. Pires, F. Zapata",159,27-Mar-2008,"Arbusto 1.8 m, com flor branca",1,,,,,,,,,,,,,,,,,,,1,,,,,
BR49669,Escallonia farinacea var. farinacea A. St. Hil.,Brazil,Santa Catarina,Lages,,Ad rivum in dumetosis,1000,-27.85,-50.2166666666667,B. Rambo,49669,10-Jan-1951,"Frutex 1 m, flor albo tenuissime roseo",,,,1,,,,1,,,,,,,,,,,,,,,,,
GH10795,Escallonia farinacea var. farinacea A. St. Hil.,Brazil,Parana,Porto Amazonas,Fazenda S. Luis,Ao longo de corrego na zona de campo,850,-25.5363888888889,-49.8947222222222,G. Hatschbach,10795,22-Dec-1963,"Arbusto 1.7 m, flor alva",,,1,,,,,1,,,,,,,,,,,,,,,,,
GH18440,Escallonia farinacea var. farinacea A. St. Hil.,Brazil,Parana,Campo do Tenente,Ribeirão do Fazenda,Campo,830,-25.9966666666667,-49.6508333333333,"G. Hatschbach, O. Guimaraes",18440,25-Jan-1968,"Arbusto 1.5 m, flor alva",,,,,,,,1,,,,,,,,,,,,,,,,,
JS38,Escallonia farinacea var. farinacea A. St. Hil.,Brazil,Parana,Palmeira,Rio Capivara,Borda de capão,812,-25.3916666666667,-49.9813888888889,J.M. Silva,38,18-Dec-1985,"Arbusto 2 m, flor alva",1,,,,,,,,,,,1,,,,,,,,,,,,,
LF10,Escallonia farinacea var. farinacea A. St. Hil.,Brazil,Paraná,Piraquara,,Beira de estrada,927,-25.5126666666667,-49.054,"L.H.M. Fonseca, F. Zapata, S.F. Alcântara",10,11-Mar-2008,Planta de hábito arbustivo com cerca de 1.5 m. Ramos jovens vermelhos. Flores brancas; estigma verda,1,,,,,,,,,,,,,,,,,,,1,,,,,
LS9075,Escallonia farinacea var. farinacea A. St. Hil.,Brazil,Santa Catarina,Caçador,"Serra do Espigão, 18 km northeast of Caçador",Campo,1250,-26.6572222222222,-50.9611111111111,"L.B. Smith, P.E. Reitz",9075,22-Dec-1956,,,1,,1,,,,1,,,,,,,,,,,,,,,,,
VN108,Escallonia farinacea var. farinacea A. St. Hil.,Brazil,Parana,Colombo,Campestre,Campo graminoso das encostas de pequenos morros,1050,-25.0341666666667,-49.0333333333333,V. Nicolack,108,15-Dec-1989,"Arbusto 1 m, flores alvescentes",1,,,1,,,,,,,,,,,,,,,,,,,,,
GH11940,Escallonia farinacea var. jordanensis (Sleumer) Sleumer,Brazil,Parana,Jaguariaiva,Lageado 5 reis,Beira de capão,860,-24.3166666666667,-49.6666666666667,G. Hatschbach,11940,3-Dec-1964,"Arbusto, flor alva",,1,,,1,,,1,,,,,,,,,,,,,,,,,
GH17979,Escallonia farinacea var. jordanensis (Sleumer) Sleumer,Brazil,Parana,Ponta Grossa,Passo do Pupo,Orla do capão,1030,-25.1333333333333,-49.9666666666667,G. Hatschbach,17979,4-Dec-1967,"Arbusto 1.5 m, flor alva",,,1,,1,,,1,,,,,,,,,,,,,,,,,
GH18054,Escallonia farinacea var. jordanensis (Sleumer) Sleumer,Brazil,Parana,Rio Branco do Sul,Curiola,Campo pedregoso da encosta de morro,950,-25.0744444444444,-49.3991666666667,G. Hatschbach,18054,7-Dec-1967,"Arbusto 1.5 m, flor alva",,,,,1,,,1,,,,,,,1,,,,,,,,,,
GH25426,Escallonia farinacea var. jordanensis (Sleumer) Sleumer,Brazil,Parana,Pirai do Sul,Joaquim Murtinho,Beira da escarpa devoniana,1060,-24.4097222222222,-49.8588888888889,"G. Hatschbach, O. Guimaraes",25426,17-Oct-1970,"Arbusto 1 m, flor alva. Matinha",,,,,1,,,,,,,,,,,,,,,,,,,,
NS5746,Escallonia farinacea var. jordanensis (Sleumer) Sleumer,Brazil,Sao Paulo,Campos do Jordao,Umuarama,No margen do riacho,1650,-22.7388888888889,-45.5933333333333,N. Santos,5746,10-Dec-1964,"Arbusto, comun",,,1,,,,1,1,,,,,,,,,,,,,,,,,
PD15954,Escallonia farinacea var. jordanensis (Sleumer) Sleumer,Brazil,Parana,Jaguariahyva,,Ad marginem silvula,850,-24.25,-49.7,P. Dusén,15954,25-Nov-1914,,1,1,1,1,,,,,1,,,,,,,,,,,,,,,,
WP152,Escallonia farinacea var. jordanensis (Sleumer) Sleumer,Brazil,Sao Paulo,Campos do Jordao,"Serra da Mantiquiera, estrada para pico Itapeva, +/- 2 km antes do Pico","Campo aberto altamente modificado pelas atividades humana. Perto de uma pequena mata ciliar. Courrendo com outras plantas: Myrtaceae, Poaceae, Asteraceae",1796,-22.7613611111111,-45.5491666666667,"W.A.A. Pires, F. Zapata",152,27-Mar-2008,"Arbusto 1 m, frutos maduros",1,,,,,,,,,,,,,,,,,,,1,,,,,
AS10370,Escallonia piurensis Mattf.,Perú,Cajamarca,Contumaza,Totorillas - MarÌn (Guzmango).,Ladera,3300,-7.35527777777778,-78.9008333333333,"A. Sagástegui A., E. Alvites, S. Lopez & J. Mostacero",10370,1-May-1982,Arbusto o arbolito con flores blancas. Madera muy dura y de calidad. N.V. Sun,1,1,1,,,,,,,,,,,,,,,,,,,,,,
